ds	comb	initial_fk	fk	rl	rank	diff
60	G, R	100.0	78.16424646781789	0.0	7.5	100.0
60	G, N	100.0	100.0	0.0	7.5	100.0
60	N, R	100.0	100.0	0.0	7.5	100.0
60	G, R, S	100.0	0.0	0.0	7.5	100.0
60	G, N, S	100.0	100.0	0.0	7.5	100.0
60	N, R, S	100.0	4.680141287284145	0.0	7.5	100.0
60	G, N, R	100.0	99.74980376766091	0.0	7.5	100.0
60	G, N, R, S	100.0	0.7604003139717426	0.0	7.5	100.0
61	T	100.0	100.0	31.413961258861246	7.0	68.58603874113875
61	N	100.0	100.0	0.0	3.5	100.0
61	R	100.0	94.08610647040231	0.0	3.5	100.0
61	N, T	100.0	100.0	0.0	3.5	100.0
61	R, T	100.0	82.07657922066194	0.0	3.5	100.0
61	N, R	100.0	100.0	0.0	3.5	100.0
61	N, R, T	100.0	100.0	0.0	3.5	100.0
0	O					100.0
1	O					100.0
2	O					100.0
3	O					99.43127962085308
4	O					100.0
5	O					100.0
6	O					77.36699729486024
7	O					100.0
8	O					100.0
9	O					97.01166180758017
10	O					88.54595336076818
11	O					85.6754921928038
12	O					87.71593090211132
13	O					100.0
14	O					100.0
15	O					88.8
16	O					99.4
17	O					99.4
18	O					99.4
19	O					100.0
20	O					47.226173541963014
21	O					80.6926406926407
22	O					100.0
23	O					100.0
24	O					99.52644041041832
25	O					100.0
26	O					99.9355462455688
27	O					99.9355462455688
28	O					100.0
29	O					100.0
30	O					99.90354473113094
31	O					99.47330620062246
32	O					100.0
33	O					100.0
34	O					84.56857204955445
35	O					99.1733829303575
36	O					100.0
37	O					100.0
38	O					98.07549962990377
39	O					97.71606066142883
40	O					100.0
41	O					99.97155858930603
42	O					100.0
43	O					99.94981179422835
44	O					100.0
45	O					100.0
46	O					100.0
47	O					100.0
48	O					100.0
49	O					100.0
50	O					100.0
51	O					100.0
52	O					100.0
53	O					100.0
54	O					100.0
55	O					100.0
56	O					100.0
57	O					100.0
58	O					100.0
59	O					99.99122191011236
60	O					100.0
61	O					100.0
