ds	comb	initial_fk	fk	rl	rank	diff
33	G, R	100.0	99.3364299933643	0.79628400796284	4.0	99.20371599203716
33	G, R, T	100.0	98.6728599867286	0.6635700066357001	3.0	99.3364299933643
34	N	84.56857204955445	100.0	0.0	6.5	99.99999999999999
34	G	84.56857204955445	81.9169745707455	0.0869376222560313	14.0	99.89719866358263
34	R	84.56857204955445	27.146272549445772	0.0	6.5	99.99999999999999
34	T	84.56857204955445	82.54727233210171	50.119539230602044	15.0	40.73502955538422
34	G, N	84.56857204955445	100.0	0.0	6.5	99.99999999999999
34	N, R	84.56857204955445	100.0	0.0	6.5	99.99999999999999
34	N, T	84.56857204955445	100.0	0.0	6.5	99.99999999999999
34	G, R	84.56857204955445	2.1734405564007826	0.0	6.5	99.99999999999999
34	G, T	84.56857204955445	78.74375135840035	0.04346881112801565	13.0	99.9485993317913
34	R, T	84.56857204955445	16.99630515105412	0.0	6.5	99.99999999999999
34	G, N, R	84.56857204955445	100.0	0.0	6.5	99.99999999999999
34	G, N, T	84.56857204955445	100.0	0.0	6.5	99.99999999999999
34	N, R, T	84.56857204955445	64.29037165833515	0.0	6.5	99.99999999999999
34	G, R, T	84.56857204955445	0.0	0.0	6.5	99.99999999999999
34	G, N, R, T	84.56857204955445	27.47228863290589	0.0	6.5	99.99999999999999
35	S	99.1733829303575	99.1733829303575	0.0	7.5	100.0
35	T	99.1733829303575	99.1733829303575	90.08059516429014	15.0	9.168576786830581
35	N	99.1733829303575	100.0	0.0	7.5	100.0
35	R	99.1733829303575	90.59723083281669	0.0	7.5	100.0
35	S, T	99.1733829303575	98.90473238272371	0.0	7.5	100.0
35	N, S	99.1733829303575	100.0	0.0	7.5	100.0
35	R, S	99.1733829303575	99.1733829303575	0.0	7.5	100.0
35	N, T	99.1733829303575	100.0	0.0	7.5	100.0
35	R, T	99.1733829303575	99.1733829303575	0.0	7.5	100.0
35	N, R	99.1733829303575	100.0	0.0	7.5	100.0
35	N, S, T	99.1733829303575	100.0	0.0	7.5	100.0
35	R, S, T	99.1733829303575	98.67741268857202	0.0	7.5	100.0
35	N, R, S	99.1733829303575	100.0	0.0	7.5	100.0
35	N, R, T	99.1733829303575	100.0	0.0	7.5	100.0
35	N, R, S, T	99.1733829303575	100.0	0.0	7.5	100.0
36	R	100.0	43.4	0.0	3.5	100.0
36	N	100.0	100.0	0.0	3.5	100.0
36	T	100.0	100.0	100.0	7.0	0.0
36	N, R	100.0	100.0	0.0	3.5	100.0
36	R, T	100.0	43.34	0.0	3.5	100.0
36	N, T	100.0	100.0	0.0	3.5	100.0
36	N, R, T	100.0	100.0	0.0	3.5	100.0
37	R	100.0	100.0	0.0	13.0	100.0
37	N	100.0	100.0	0.02	26.5	99.98
37	S	100.0	100.0	100.0	31.0	0.0
37	T	100.0	100.0	99.32	29.5	0.6800000000000068
37	G	100.0	100.0	0.0	13.0	100.0
37	N, R	100.0	100.0	0.0	13.0	100.0
37	R, S	100.0	100.0	0.0	13.0	100.0
37	R, T	100.0	100.0	0.0	13.0	100.0
37	G, R	100.0	100.0	0.0	13.0	100.0
37	N, S	100.0	100.0	0.0	13.0	100.0
37	N, T	100.0	100.0	0.1	28.0	99.9
37	G, N	100.0	100.0	0.0	13.0	100.0
37	S, T	100.0	100.0	99.32	29.5	0.6800000000000068
37	G, S	100.0	100.0	0.0	13.0	100.0
37	G, T	100.0	100.0	0.02	26.5	99.98
37	N, R, S	100.0	100.0	0.0	13.0	100.0
37	N, R, T	100.0	100.0	0.0	13.0	100.0
37	G, N, R	100.0	100.0	0.0	13.0	100.0
37	R, S, T	100.0	100.0	0.0	13.0	100.0
37	G, R, S	100.0	100.0	0.0	13.0	100.0
37	G, R, T	100.0	100.0	0.0	13.0	100.0
37	N, S, T	100.0	100.0	0.0	13.0	100.0
37	G, N, S	100.0	100.0	0.0	13.0	100.0
37	G, N, T	100.0	100.0	0.0	13.0	100.0
37	G, S, T	100.0	100.0	0.0	13.0	100.0
37	N, R, S, T	100.0	100.0	0.0	13.0	100.0
37	G, N, R, S	100.0	100.0	0.0	13.0	100.0
37	G, N, R, T	100.0	100.0	0.0	13.0	100.0
37	G, R, S, T	100.0	100.0	0.0	13.0	100.0
37	G, N, S, T	100.0	100.0	0.0	13.0	100.0
37	G, N, R, S, T	100.0	100.0	0.0	13.0	100.0
38	T	98.07549962990377	97.81643227239083	75.77720207253886	7.0	22.735849056603776
38	N	98.07549962990377	100.0	0.0	3.5	100.0
38	R	98.07549962990377	60.64026646928201	0.0	3.5	100.0
38	N, T	98.07549962990377	100.0	0.0	3.5	100.0
38	R, T	98.07549962990377	55.310880829015545	0.0	3.5	100.0
38	N, R	98.07549962990377	100.0	0.0	3.5	100.0
38	N, R, T	98.07549962990377	100.0	0.0	3.5	100.0
39	T	97.71606066142883	97.71606066142883	69.6692855837749	15.0	28.70231862378459
39	G	97.71606066142883	97.71606066142883	0.0	7.0	99.99999999999999
39	N	97.71606066142883	100.0	0.0	7.0	99.99999999999999
39	R	97.71606066142883	57.09848346427919	0.0	7.0	99.99999999999999
39	G, T	97.71606066142883	95.92545221998904	0.0	7.0	99.99999999999999
39	N, T	97.71606066142883	100.0	0.01827151470856934	14.0	99.981301421092
39	R, T	97.71606066142883	46.33656130093185	0.0	7.0	99.99999999999999
39	G, N	97.71606066142883	100.0	0.0	7.0	99.99999999999999
39	G, R	97.71606066142883	26.822583592179793	0.0	7.0	99.99999999999999
39	N, R	97.71606066142883	100.0	0.0	7.0	99.99999999999999
39	G, N, T	97.71606066142883	100.0	0.0	7.0	99.99999999999999
39	G, R, T	97.71606066142883	14.745112369815457	0.0	7.0	99.99999999999999
39	N, R, T	97.71606066142883	90.20646811620684	0.0	7.0	99.99999999999999
39	G, N, R	97.71606066142883	100.0	0.0	7.0	99.99999999999999
39	G, N, R, T	97.71606066142883	69.85200073086058	0.0	7.0	99.99999999999999
40	T	100.0	100.0	98.75266200182537	14.0	1.247337998174629
40	R	100.0	94.50867052023122	0.0	6.5	100.0
40	G	100.0	100.0	100.0	15.0	0.0
40	N	100.0	100.0	0.0	6.5	100.0
40	R, T	100.0	94.47824764222696	0.0	6.5	100.0
40	G, T	100.0	100.0	97.29236385762093	13.0	2.707636142379073
40	N, T	100.0	100.0	0.0	6.5	100.0
40	G, R	100.0	92.77456647398844	0.0	6.5	100.0
40	N, R	100.0	100.0	0.0	6.5	100.0
40	G, N	100.0	100.0	0.0	6.5	100.0
40	G, R, T	100.0	92.71372071797992	0.0	6.5	100.0
40	N, R, T	100.0	100.0	0.0	6.5	100.0
40	G, N, T	100.0	100.0	0.0	6.5	100.0
40	G, N, R	100.0	100.0	0.0	6.5	100.0
40	G, N, R, T	100.0	100.0	0.0	6.5	100.0
41	G	99.97155858930603	99.2320819112628	1.5216154721274175	1.0	98.47795163584637
41	T	99.97155858930603	99.97155858930603	76.94823663253698	7.0	23.029871977240393
41	R	99.97155858930603	99.47383390216154	41.95108077360637	6.0	58.03698435277383
41	G, T	99.97155858930603	99.20364050056882	1.5358361774744027	2.0	98.4637268847795
41	G, R	99.97155858930603	99.30318543799773	2.7303754266211606	4.0	97.26884779516358
41	R, T	99.97155858930603	99.44539249146757	41.62400455062571	5.0	58.364153627311524
41	G, R, T	99.97155858930603	99.27474402730375	2.716154721274175	3.0	97.28307254623043
42	T	100.0	100.0	99.51351351351352	7.0	0.4864864864864842
42	N	100.0	100.0	0.0	3.5	100.0
42	R	100.0	3.2162162162162162	0.0	3.5	100.0
42	N, T	100.0	100.0	0.0	3.5	100.0
42	R, T	100.0	3.2162162162162162	0.0	3.5	100.0
42	N, R	100.0	100.0	0.0	3.5	100.0
42	N, R, T	100.0	100.0	0.0	3.5	100.0
43	G	99.94981179422835	99.59849435382685	0.5269761606022585	1.5	99.47275922671353
43	R	99.94981179422835	99.67377666248431	48.94604767879548	6.0	51.0293748430831
43	T	99.94981179422835	99.94981179422835	69.58594730238394	7.0	30.379111222696455
43	G, R	99.94981179422835	99.59849435382685	3.0489335006273524	4.0	96.94953552598544
43	G, T	99.94981179422835	99.15934755332496	0.5269761606022585	1.5	99.47275922671353
43	R, T	99.94981179422835	99.49811794228356	47.94228356336261	5.0	52.033642982676376
43	G, R, T	99.94981179422835	99.15934755332496	2.685069008782936	3.0	97.313582726588
44	N	100.0	100.0	0.15869140625	27.0	99.84130859375
44	G	100.0	100.0	99.31640625	31.0	0.68359375
44	R	100.0	0.1220703125	0.0	12.5	100.0
44	S	100.0	100.0	0.0	12.5	100.0
44	T	100.0	100.0	99.15771484375	30.0	0.84228515625
44	G, N	100.0	100.0	0.1220703125	26.0	99.8779296875
44	N, R	100.0	100.0	0.0	12.5	100.0
44	N, S	100.0	100.0	0.0	12.5	100.0
44	N, T	100.0	100.0	0.09765625	25.0	99.90234375
44	G, R	100.0	0.1220703125	0.0	12.5	100.0
44	G, S	100.0	100.0	0.0	12.5	100.0
44	G, T	100.0	100.0	93.66455078125	29.0	6.33544921875
44	R, S	100.0	43.84765625	0.0	12.5	100.0
44	R, T	100.0	0.0	0.0	12.5	100.0
44	S, T	100.0	100.0	0.0	12.5	100.0
44	G, N, R	100.0	19.95849609375	0.0	12.5	100.0
44	G, N, S	100.0	100.0	0.0	12.5	100.0
44	G, N, T	100.0	100.0	0.25634765625	28.0	99.74365234375
44	N, R, S	100.0	99.951171875	0.0	12.5	100.0
44	N, R, T	100.0	100.0	0.0	12.5	100.0
44	N, S, T	100.0	100.0	0.0	12.5	100.0
44	G, R, S	100.0	32.80029296875	0.0	12.5	100.0
44	G, R, T	100.0	0.0	0.0	12.5	100.0
44	G, S, T	100.0	100.0	0.0	12.5	100.0
44	R, S, T	100.0	43.84765625	0.0	12.5	100.0
44	G, N, R, S	100.0	99.853515625	0.0	12.5	100.0
44	G, N, R, T	100.0	100.0	0.0	12.5	100.0
44	G, N, S, T	100.0	100.0	0.0	12.5	100.0
44	N, R, S, T	100.0	100.0	0.0	12.5	100.0
44	G, R, S, T	100.0	32.80029296875	0.0	12.5	100.0
44	G, N, R, S, T	100.0	99.12109375	0.0	12.5	100.0
45	G	100.0	100.0	0.01220703125	28.0	99.98779296875
45	R	100.0	100.0	0.0	14.0	100.0
45	T	100.0	100.0	89.0625	31.0	10.9375
45	S	100.0	100.0	0.0	14.0	100.0
45	N	100.0	100.0	0.0244140625	29.0	99.9755859375
45	G, R	100.0	100.0	0.0	14.0	100.0
45	G, T	100.0	100.0	0.0	14.0	100.0
45	G, S	100.0	96.8994140625	0.0	14.0	100.0
45	G, N	100.0	100.0	0.0	14.0	100.0
45	R, T	100.0	100.0	0.0	14.0	100.0
45	R, S	100.0	99.90234375	0.0	14.0	100.0
45	N, R	100.0	100.0	0.0	14.0	100.0
45	S, T	100.0	99.951171875	0.0	14.0	100.0
45	N, T	100.0	100.0	2.13623046875	30.0	97.86376953125
45	N, S	100.0	100.0	0.0	14.0	100.0
45	G, R, T	100.0	100.0	0.0	14.0	100.0
45	G, R, S	100.0	88.65966796875	0.0	14.0	100.0
45	G, N, R	100.0	100.0	0.0	14.0	100.0
45	G, S, T	100.0	93.9208984375	0.0	14.0	100.0
45	G, N, T	100.0	100.0	0.0	14.0	100.0
45	G, N, S	100.0	100.0	0.0	14.0	100.0
45	R, S, T	100.0	97.76611328125	0.0	14.0	100.0
45	N, R, T	100.0	100.0	0.0	14.0	100.0
45	N, R, S	100.0	100.0	0.0	14.0	100.0
45	N, S, T	100.0	100.0	0.0	14.0	100.0
45	G, R, S, T	100.0	81.35986328125	0.0	14.0	100.0
45	G, N, R, T	100.0	100.0	0.0	14.0	100.0
45	G, N, R, S	100.0	100.0	0.0	14.0	100.0
45	G, N, S, T	100.0	100.0	0.0	14.0	100.0
45	N, R, S, T	100.0	100.0	0.0	14.0	100.0
45	G, N, R, S, T	100.0	99.609375	0.0	14.0	100.0
46	T	100.0	100.0	90.2099609375	30.0	9.7900390625
46	G	100.0	100.0	8.9599609375	28.0	91.0400390625
46	S	100.0	100.0	100.0	31.0	0.0
46	N	100.0	100.0	0.0	13.5	100.0
46	R	100.0	100.0	0.0	13.5	100.0
46	G, T	100.0	100.0	7.8125	27.0	92.1875
46	S, T	100.0	100.0	67.2119140625	29.0	32.7880859375
46	N, T	100.0	100.0	0.0	13.5	100.0
46	R, T	100.0	100.0	0.0	13.5	100.0
46	G, S	100.0	98.98681640625	0.0	13.5	100.0
46	G, N	100.0	100.0	0.0	13.5	100.0
46	G, R	100.0	100.0	0.0	13.5	100.0
46	N, S	100.0	100.0	0.0	13.5	100.0
46	R, S	100.0	99.71923828125	0.0	13.5	100.0
46	N, R	100.0	100.0	0.0	13.5	100.0
46	G, S, T	100.0	97.69287109375	0.0	13.5	100.0
46	G, N, T	100.0	100.0	0.0	13.5	100.0
46	G, R, T	100.0	100.0	0.0	13.5	100.0
46	N, S, T	100.0	100.0	0.0	13.5	100.0
46	R, S, T	100.0	96.61865234375	0.0	13.5	100.0
46	N, R, T	100.0	100.0	0.0	13.5	100.0
46	G, N, S	100.0	100.0	0.0	13.5	100.0
46	G, R, S	100.0	93.7744140625	0.0	13.5	100.0
46	G, N, R	100.0	100.0	0.0	13.5	100.0
46	N, R, S	100.0	100.0	0.0	13.5	100.0
46	G, N, S, T	100.0	100.0	0.0	13.5	100.0
46	G, R, S, T	100.0	90.576171875	0.0	13.5	100.0
46	G, N, R, T	100.0	100.0	0.0	13.5	100.0
46	N, R, S, T	100.0	100.0	0.0	13.5	100.0
46	G, N, R, S	100.0	100.0	0.0	13.5	100.0
46	G, N, R, S, T	100.0	100.0	0.0	13.5	100.0
47	T	100.0	100.0	99.8291015625	29.0	0.1708984375
47	R	100.0	16.7724609375	0.0	14.5	100.0
47	S	100.0	100.0	0.0	14.5	100.0
47	G	100.0	100.0	99.89013671875	31.0	0.10986328125
47	N	100.0	100.0	0.0	14.5	100.0
47	R, T	100.0	14.16015625	0.0	14.5	100.0
47	S, T	100.0	100.0	0.0	14.5	100.0
47	G, T	100.0	100.0	99.84130859375	30.0	0.15869140625
47	N, T	100.0	100.0	0.0	14.5	100.0
47	R, S	100.0	100.0	0.0	14.5	100.0
47	G, R	100.0	16.7724609375	0.0	14.5	100.0
47	N, R	100.0	100.0	0.0	14.5	100.0
47	G, S	100.0	100.0	0.0	14.5	100.0
47	N, S	100.0	100.0	0.0	14.5	100.0
47	G, N	100.0	100.0	0.0	14.5	100.0
47	R, S, T	100.0	100.0	0.0	14.5	100.0
47	G, R, T	100.0	14.16015625	0.0	14.5	100.0
47	N, R, T	100.0	100.0	0.0	14.5	100.0
47	G, S, T	100.0	100.0	0.0	14.5	100.0
47	N, S, T	100.0	100.0	0.0	14.5	100.0
47	G, N, T	100.0	100.0	0.0	14.5	100.0
47	G, R, S	100.0	99.9755859375	0.0	14.5	100.0
47	N, R, S	100.0	100.0	0.0	14.5	100.0
47	G, N, R	100.0	100.0	0.0	14.5	100.0
47	G, N, S	100.0	100.0	0.0	14.5	100.0
47	G, R, S, T	100.0	99.9755859375	0.0	14.5	100.0
47	N, R, S, T	100.0	100.0	0.0	14.5	100.0
47	G, N, R, T	100.0	100.0	0.0	14.5	100.0
47	G, N, S, T	100.0	100.0	0.0	14.5	100.0
47	G, N, R, S	100.0	100.0	0.0	14.5	100.0
47	G, N, R, S, T	100.0	100.0	0.0	14.5	100.0
48	S	100.0	99.88427265362806	0.0	7.5	100.0
48	T	100.0	100.0	99.21305404467076	15.0	0.7869459553292444
48	R	100.0	71.0102997338271	0.0	7.5	100.0
48	N	100.0	100.0	0.0	7.5	100.0
48	S, T	100.0	99.7569725726189	0.0	7.5	100.0
48	R, S	100.0	23.643096863788912	0.0	7.5	100.0
48	N, S	100.0	100.0	0.0	7.5	100.0
48	R, T	100.0	70.30436292095823	0.0	7.5	100.0
48	N, T	100.0	100.0	0.0	7.5	100.0
48	N, R	100.0	99.97685453072562	0.0	7.5	100.0
48	R, S, T	100.0	22.925587316282837	0.0	7.5	100.0
48	N, S, T	100.0	100.0	0.0	7.5	100.0
48	N, R, S	100.0	98.79643559773174	0.0	7.5	100.0
48	N, R, T	100.0	99.7916907765305	0.0	7.5	100.0
48	N, R, S, T	100.0	98.35667168151835	0.0	7.5	100.0
49	N	100.0	100.0	0.0	7.0	100.0
49	T	100.0	100.0	95.37669433645056	15.0	4.623305663549445
49	R	100.0	13.932962067878533	0.0	7.0	100.0
49	G	100.0	100.0	0.031522538615109806	14.0	99.96847746138491
49	N, T	100.0	100.0	0.0	7.0	100.0
49	N, R	100.0	94.42051066512556	0.0	7.0	100.0
49	G, N	100.0	100.0	0.0	7.0	100.0
49	R, T	100.0	13.207943679731008	0.0	7.0	100.0
49	G, T	100.0	100.0	0.0	7.0	100.0
49	G, R	100.0	12.052117263843648	0.0	7.0	100.0
49	N, R, T	100.0	96.85825365136073	0.0	7.0	100.0
49	G, N, T	100.0	100.0	0.0	7.0	100.0
49	G, N, R	100.0	92.71829357990964	0.0	7.0	100.0
49	G, R, T	100.0	10.12924240832195	0.0	7.0	100.0
49	G, N, R, T	100.0	99.07533886729011	0.0	7.0	100.0
50	T	100.0	100.0	80.1525951209718	29.0	19.847404879028204
50	R	100.0	100.0	0.0	7.0	100.0
50	G	100.0	100.0	80.09236020479871	28.0	19.90763979520129
50	N	100.0	100.0	0.44172271860254997	18.0	99.55827728139747
50	S	100.0	100.0	99.61851219757052	31.0	0.38148780242947566
50	R, T	100.0	99.87953016765385	0.0	7.0	100.0
50	G, T	100.0	100.0	80.0823210521032	27.0	19.917678947896803
50	N, T	100.0	100.0	0.10039152695512499	17.0	99.89960847304488
50	S, T	100.0	100.0	99.40768999096477	30.0	0.5923100090352307
50	G, R	100.0	84.13813874109026	8.191948599538199	24.0	91.8080514004618
50	N, R	100.0	100.0	0.010039152695512499	14.5	99.98996084730449
50	R, S	100.0	99.63859050296155	0.030117458086537496	16.0	99.96988254191346
50	G, N	100.0	100.0	1.0942676438108623	20.0	98.90573235618913
50	G, S	100.0	100.0	10.430679650637487	25.0	89.56932034936251
50	N, S	100.0	100.0	0.0	7.0	100.0
50	G, R, T	100.0	86.2664391125389	7.9811263929324365	23.0	92.01887360706756
50	N, R, T	100.0	100.0	0.0	7.0	100.0
50	R, S, T	100.0	99.14667202088144	2.228691898403775	21.0	97.77130810159622
50	G, N, T	100.0	100.0	0.4618010239935749	19.0	99.53819897600643
50	G, S, T	100.0	100.0	11.113342033932335	26.0	88.88665796606765
50	N, S, T	100.0	100.0	0.0	7.0	100.0
50	G, N, R	100.0	100.0	0.0	7.0	100.0
50	G, R, S	100.0	60.556169059331395	0.0	7.0	100.0
50	N, R, S	100.0	100.0	0.0	7.0	100.0
50	G, N, S	100.0	100.0	0.0	7.0	100.0
50	G, N, R, T	100.0	100.0	0.0	7.0	100.0
50	G, R, S, T	100.0	69.35046682060035	6.525449252083124	22.0	93.47455074791688
50	N, R, S, T	100.0	100.0	0.0	7.0	100.0
50	G, N, S, T	100.0	100.0	0.010039152695512499	14.5	99.98996084730449
50	G, N, R, S	100.0	100.0	0.0	7.0	100.0
50	G, N, R, S, T	100.0	100.0	0.0	7.0	100.0
51	N	100.0	100.0	0.0	7.5	100.0
51	R	100.0	71.0102997338271	0.0	7.5	100.0
51	T	100.0	100.0	99.21305404467076	15.0	0.7869459553292444
51	S	100.0	99.88427265362806	0.0	7.5	100.0
51	N, R	100.0	100.0	0.0	7.5	100.0
51	N, T	100.0	100.0	0.0	7.5	100.0
51	N, S	100.0	100.0	0.0	7.5	100.0
51	R, T	100.0	70.30436292095823	0.0	7.5	100.0
51	R, S	100.0	23.643096863788912	0.0	7.5	100.0
51	S, T	100.0	99.7569725726189	0.0	7.5	100.0
51	N, R, T	100.0	100.0	0.0	7.5	100.0
51	N, R, S	100.0	98.63441731281102	0.0	7.5	100.0
51	N, S, T	100.0	100.0	0.0	7.5	100.0
51	R, S, T	100.0	22.925587316282837	0.0	7.5	100.0
51	N, R, S, T	100.0	98.62284457817383	0.0	7.5	100.0
52	T	100.0	100.0	99.98180494905385	7.0	0.018195050946147262
52	R	100.0	99.16302765647744	0.009097525473071324	5.5	99.99090247452693
52	G	100.0	89.27401746724891	0.0	2.5	100.0
52	R, T	100.0	99.07205240174673	0.009097525473071324	5.5	99.99090247452693
52	G, T	100.0	88.89192139737992	0.0	2.5	100.0
52	G, R	100.0	87.38173216885008	0.0	2.5	100.0
52	G, R, T	100.0	87.19068413391558	0.0	2.5	100.0
53	T	100.0	100.0	93.17818181818181	15.0	6.821818181818187
53	N	100.0	100.0	0.08727272727272728	9.0	99.91272727272727
53	G	100.0	99.97090909090909	0.07272727272727272	8.0	99.92727272727272
53	R	100.0	29.134545454545453	1.6654545454545455	12.5	98.33454545454543
53	N, T	100.0	100.0	36.35636363636364	14.0	63.64363636363636
53	G, T	100.0	100.0	0.02181818181818182	3.5	99.97818181818182
53	R, T	100.0	27.505454545454544	1.6654545454545455	12.5	98.33454545454543
53	G, N	100.0	100.0	0.0	1.0	100.0
53	N, R	100.0	61.941818181818185	0.8290909090909091	10.0	99.1709090909091
53	G, R	100.0	4.858181818181818	0.02909090909090909	6.0	99.97090909090907
53	G, N, T	100.0	100.0	0.02909090909090909	6.0	99.97090909090907
53	N, R, T	100.0	55.96363636363636	0.9672727272727273	11.0	99.03272727272729
53	G, R, T	100.0	2.9745454545454546	0.02909090909090909	6.0	99.97090909090907
53	G, N, R	100.0	72.23272727272727	0.007272727272727273	2.0	99.99272727272728
53	G, N, R, T	100.0	27.847272727272728	0.02181818181818182	3.5	99.97818181818182
54	T	100.0	98.21762349799732	88.42456608811749	7.0	11.575433911882513
54	N	100.0	100.0	0.0	3.5	100.0
54	R	100.0	99.79973297730307	0.0	3.5	100.0
54	N, T	100.0	100.0	0.0	3.5	100.0
54	R, T	100.0	97.36315086782376	0.0	3.5	100.0
54	N, R	100.0	100.0	0.0	3.5	100.0
54	N, R, T	100.0	100.0	0.0	3.5	100.0
55	T	100.0	100.0	88.71662914120296	7.0	11.283370858797044
55	R	100.0	91.86233515599871	0.03859761981344484	5.5	99.96140238018656
55	G	100.0	68.97394660662593	0.0	2.5	100.0
55	R, T	100.0	91.73367642328724	0.03859761981344484	5.5	99.96140238018656
55	G, T	100.0	68.89031843036346	0.0	2.5	100.0
55	G, R	100.0	64.20714055966549	0.0	2.5	100.0
55	G, R, T	100.0	64.12351238340302	0.0	2.5	100.0
56	T	100.0	100.0	90.45123200192782	15.0	9.54876799807218
56	R	100.0	26.110006626905236	9.392132056147961	12.0	90.60786794385203
56	N	100.0	100.0	37.496234712934516	14.0	62.50376528706548
56	G	100.0	100.0	0.024097837219109585	4.0	99.97590216278087
56	R, T	100.0	25.20031327188385	9.422254352671848	13.0	90.57774564732816
56	N, T	100.0	100.0	8.289656003373697	10.0	91.7103439966263
56	G, T	100.0	100.0	0.018073377914332188	3.0	99.98192662208567
56	N, R	100.0	91.8187842641123	0.8313753840592807	6.0	99.16862461594071
56	G, R	100.0	5.126814868365564	2.0001204891860955	8.0	97.9998795108139
56	G, N	100.0	100.0	0.0	1.0	100.0
56	N, R, T	100.0	29.40538586661847	8.946322067594433	11.0	91.05367793240558
56	G, R, T	100.0	3.63274896078077	5.940116874510513	9.0	94.05988312548949
56	G, N, T	100.0	100.0	0.012048918609554793	2.0	99.98795108139046
56	G, N, R	100.0	32.4899090306645	0.608470389782517	5.0	99.39152961021749
56	G, N, R, T	100.0	44.67739020422917	1.5844327971564551	7.0	98.41556720284353
57	T	100.0	100.0	89.87381703470031	15.0	10.12618296529969
57	R	100.0	100.0	0.0	7.5	100.0
57	S	100.0	89.67928496319664	0.0	7.5	100.0
57	N	100.0	100.0	0.0	7.5	100.0
57	R, T	100.0	100.0	0.0	7.5	100.0
57	S, T	100.0	89.03259726603575	0.0	7.5	100.0
57	N, T	100.0	100.0	0.0	7.5	100.0
57	R, S	100.0	0.0	0.0	7.5	100.0
57	N, R	100.0	100.0	0.0	7.5	100.0
57	N, S	100.0	100.0	0.0	7.5	100.0
57	R, S, T	100.0	0.0	0.0	7.5	100.0
57	N, R, T	100.0	100.0	0.0	7.5	100.0
57	N, S, T	100.0	100.0	0.0	7.5	100.0
57	N, R, S	100.0	0.12092534174553102	0.0	7.5	100.0
57	N, R, S, T	100.0	0.0946372239747634	0.0	7.5	100.0
58	G	100.0	99.98062015503876	0.0	7.5	100.0
58	R	100.0	100.0	0.0	7.5	100.0
58	T	100.0	100.0	85.41666666666667	15.0	14.583333333333329
58	N	100.0	100.0	0.0	7.5	100.0
58	G, R	100.0	85.4312015503876	0.0	7.5	100.0
58	G, T	100.0	99.49612403100775	0.0	7.5	100.0
58	G, N	100.0	100.0	0.0	7.5	100.0
58	R, T	100.0	99.85949612403101	0.0	7.5	100.0
58	N, R	100.0	100.0	0.0	7.5	100.0
58	N, T	100.0	100.0	0.0	7.5	100.0
58	G, R, T	100.0	83.90988372093024	0.0	7.5	100.0
58	G, N, R	100.0	99.36046511627907	0.0	7.5	100.0
58	G, N, T	100.0	100.0	0.0	7.5	100.0
58	N, R, T	100.0	100.0	0.0	7.5	100.0
58	G, N, R, T	100.0	98.78875968992249	0.0	7.5	100.0
59	S	99.99122191011236	96.85744382022472	0.0	11.0	100.0
59	R	99.99122191011236	4.608497191011236	0.215063202247191	24.5	99.78491791765428
59	N	99.99122191011236	100.0	0.013167134831460673	22.0	99.98683170924413
59	G	99.99122191011236	99.99122191011236	99.65765449438203	31.0	0.33359669914844226
59	T	99.99122191011236	99.97366573033707	88.79915730337079	30.0	11.1930471424809
59	R, S	99.99122191011236	3.7965238764044944	0.0	11.0	100.0
59	N, S	99.99122191011236	100.0	0.0	11.0	100.0
59	G, S	99.99122191011236	95.14571629213484	0.0	11.0	100.0
59	S, T	99.99122191011236	96.64238061797752	0.0	11.0	100.0
59	N, R	99.99122191011236	28.28300561797753	0.09216994382022473	23.0	99.90782196470899
59	G, R	99.99122191011236	0.0175561797752809	0.0	11.0	100.0
59	R, T	99.99122191011236	0.3950140449438202	0.215063202247191	24.5	99.78491791765428
59	G, N	99.99122191011236	100.0	0.0	11.0	100.0
59	N, T	99.99122191011236	100.0	4.182759831460674	28.0	95.81687296988851
59	G, T	99.99122191011236	99.9341643258427	66.98999297752809	29.0	33.00412606443683
59	N, R, S	99.99122191011236	4.964009831460674	0.0	11.0	100.0
59	G, R, S	99.99122191011236	0.013167134831460673	0.0	11.0	100.0
59	R, S, T	99.99122191011236	0.0	0.0	11.0	100.0
59	G, N, S	99.99122191011236	100.0	0.0	11.0	100.0
59	N, S, T	99.99122191011236	100.0	0.0	11.0	100.0
59	G, S, T	99.99122191011236	94.23279494382022	0.0	11.0	100.0
59	G, N, R	99.99122191011236	1.0007022471910112	0.0	11.0	100.0
59	N, R, T	99.99122191011236	2.5324789325842696	0.21945224719101122	26.0	99.78052848740234
59	G, R, T	99.99122191011236	0.0	0.0	11.0	100.0
59	G, N, T	99.99122191011236	100.0	1.7863412921348314	27.0	98.21350188745501
59	G, N, R, S	99.99122191011236	0.10533707865168539	0.0	11.0	100.0
59	N, R, S, T	99.99122191011236	0.24578651685393257	0.0	11.0	100.0
59	G, R, S, T	99.99122191011236	0.0	0.0	11.0	100.0
59	G, N, S, T	99.99122191011236	100.0	0.0	11.0	100.0
59	G, N, R, T	99.99122191011236	0.0175561797752809	0.0	11.0	100.0
59	G, N, R, S, T	99.99122191011236	0.004389044943820225	0.0	11.0	100.0
60	S	100.0	99.95094191522763	0.0	7.5	100.0
60	G	100.0	100.0	100.0	15.0	0.0
60	R	100.0	95.55533751962324	0.0	7.5	100.0
60	N	100.0	100.0	0.0	7.5	100.0
60	G, S	100.0	98.2927786499215	0.0	7.5	100.0
60	R, S	100.0	0.014717425431711145	0.0	7.5	100.0
60	N, S	100.0	100.0	0.0	7.5	100.0
